,index,EssayText,bsq,label,set,b
64,26,According to Rose's and Anna's conversation Rose seemed eager for her family to get out of the situation they are in. And the conversation she had with her aunt best describes Rose as eager and willing to help her family out in anyway she can.,Does the answer support the identified trait with the provided detail?,1,val,c1
65,1,"One trait is exhausted, she feels this way because she feels it is all up to her.  Her conversation with Aunt Rose verifies this.",Does the answer support the identified trait with the provided detail?,0,train,c1
66,1579,"Rose is a kind person and she seems to always be thinking about someone else. In her conversation with her little sister Anna, Rose feels overwelmed but she doesn't let her sister know and she even tries to compfort her. When Anna complains about their mother not being home and their father being away, Rose explains to her little sister why things are how they are in a gentle way. This shows compation and caring.",Does the answer support the identified trait with the provided detail?,1,train,c1
67,1793,"I think that Rose is Open Minded. Because She could be like her sister and be bitter and angery but, even when she talks to her aunt and sister she still concidered about her family because her sister at the table is telling her there's no hope for their family.",Does the answer support the identified trait with the provided detail?,0,val,c1
68,588,"One trait that Rose has is that she is understanding. When Anna says that money isn't everything, Rose explains to Anna that money is everything when you already have everything. Rose is trying to make Anna understand that her family is just trying to help them out.",Does the answer support the identified trait with the provided detail?,1,train,c1
69,1025,"Stressed out, in her conversation with her aunt, Rose describes her dream and her aunt interprates it as Rose feeling too much weight to carry.",Does the answer support the identified trait with the provided detail?,1,train,c1
70,168,"From her conversation with Anna, Rose shows that she is willing to do her part to make money even though it's a burden because she knows that, in the end, it will be beneficial for her and her sister.",Does the answer support the identified trait with the provided detail?,1,train,c1
71,543,I think that Rose can be described as caring but once it gets to a certain point she just starts to care about herself.,Does the answer support the identified trait with the provided detail?,0,train,c1
72,719,"Rose is very thoughtful towards others. She really only thinks about the ones around her and how she can help them. She tells Anna that her father will pay for them to go to college, so she is making her sister feel better saying that her father will take care of them and do the best he can.",Does the answer support the identified trait with the provided detail?,1,train,c1
73,1594,"One trait that can describe Rose based on her conversations with Anna or Aunt Kolab would be troubled. You know this because she feels weighed down, I know this because she agrees but doestnt tell Aunt Kolab about being weighed down.",Does the answer support the identified trait with the provided detail?,0,train,c1
74,1612,rose knows she has to get the essay done and ann i will ing to help,Does the answer support the identified trait with the provided detail?,0,train,c1
75,1288,"When Rose speaks with Anna you can tell that she wants to be hopeful. She says that Paul getting a job will allow money for her and Anna to go to college, but the fake laugh shows that she is sceptical just like Anna.",Does the answer support the identified trait with the provided detail?,1,train,c1
76,960,Rose is a person who puts others before herself and wants to be helpful. 'Rose didn't answer. If she to;d the truth she would hurt her aunt. And probably her aunt would tell her mom' this describes her puting her familly before herself.,Does the answer support the identified trait with the provided detail?,1,train,c1
77,276,One trait that can descibe Rose is exhausted.she is exhausted because of everything that she must do for herself and the family. She must work at a restaurant after school and then go strait home to make supper and she still has homework to do. Rosa is a very buisy person and does not have enough time for herself or her homework.,Does the answer support the identified trait with the provided detail?,0,train,c1
78,1168,"Rose is very humble. At first, Rose dislikes all the responsibility that is put on her. Then she realizes that Paul has the fate of two people in his hands. Rose only has to take care of herself for now. She appreciates the fact that Paul will care for her and her sister.",Does the answer support the identified trait with the provided detail?,0,train,c1
79,217,She tries to find a away to suppres her feelings,Does the answer support the identified trait with the provided detail?,0,train,c1
80,1088,"Anna doesn't want to hurt her families feelings by tellin them what she thinks, and that makes her seem nice.",Does the answer support the identified trait with the provided detail?,1,val,c1
81,690,"She is not a very happy person, even though she tries to come across to others as being hopeful and joyous.Rose kept nodding. Maybe her life get easier. Maybe it wouldn't.",Does the answer support the identified trait with the provided detail?,0,val,c1
82,640,Rose feels like the weight of paul is on her because she is working to put him through college and when he is done with college he will pay for hher and anna to go to college.,Does the answer support the identified trait with the provided detail?,0,train,c1
83,1161,"Rose is a girl who is always putting her family first. Though she fights with her sister and has terrible dreams about the weight put on her shoulders that she explains to her aunt, she still always tries to put her family first. She takes the dreams shes been having and relates them to everyday life in Cambodia and later finds a topic for a state championship essay that would help her family out greatfully.",Does the answer support the identified trait with the provided detail?,1,train,c1
84,1462,She felt weighed down by what she was doing to help the family.  The detail is that she does not want to answer and tell her Aunt the truth because it might make her sad.,Does the answer support the identified trait with the provided detail?,1,train,c1
85,868,"Based on her conversation with Anna, one can deduce that a defining characteristic of Rose is her selflessness. It is evident that she wants nothing more than to help her brother to finish college. She is understanding of the family's position and is doing everything in her power to improve it.",Does the answer support the identified trait with the provided detail?,1,train,c1
86,1310,When her and her sister talk in the kitchen and get in a fight.,Does the answer support the identified trait with the provided detail?,0,train,c1
87,1563,"'It's only  been four months,' Rose said as gentily as she could. 'He had to go. The job in Los Angeles paid three times what he was making here.'",Does the answer support the identified trait with the provided detail?,1,train,c1
88,317,"One trait that Rose has is that she understands some things have to be sacrificed for the better of the family.  This appears when she is talking with Anna in the kitchen after they both wake up.  Anna says, 'I'm so lonesome for Papa.  It seems like he's been gone for years,' (para. 8).  Rose's response is, 'He had to go.  The job in Los Angeles paid three times what he was making here,' (para. 9).  This shows that for her age and the amount of responsibility she has, she still understands that the sacrifice for a family is the most important thing of all.",Does the answer support the identified trait with the provided detail?,1,train,c1
89,120,"The conversation between Anna and Rose makes Rose seem like she is hopeful. Rose is stressed right now from having a job, helping her aunt cook, and going to school but in the end she knows her brother will help out when it is her turn. A detail from the story is when Rose tells Anna that Paul will get a good job and he will pay for the both of them when they go to college. Rose knows family is important and she does not give up no matter what the scenario is. This story is an excellent example of being there for your family when they need you.",Does the answer support the identified trait with the provided detail?,0,train,c1
90,1279,They are both kinda upset that their dad had to go to Los Angelous for his work.  They both knew that he was making more money that ever.,Does the answer support the identified trait with the provided detail?,0,train,c1
91,1162,Rose is a hard worker and is trying to do her part to help her family. For example Rose states that Anna and her have to do their part to help Paul finish college.,Does the answer support the identified trait with the provided detail?,1,train,c1
92,913,"I think Rose tries to help the family out a lot, but being so young and trying to do everything is hard for her. While Rose was talking to her Aunt Kolab, her aunt said, 'Do you feel so weighed down by what you're doing to help this family?' Rose only nodded and fell silent. I think this shows that Rose is young and does a lot for her family/",Does the answer support the identified trait with the provided detail?,1,train,c1
93,1485,Rose likes to have people feel welcome and feel like they are at home. Rose is always so kind and generous to her guests.,Does the answer support the identified trait with the provided detail?,0,train,c1
94,57,"Rose, while feeling overwhelmed, tried to be optimistic in most situations. She feels like she has to be a role model for Anna. If Rose expresses her true feelings, then she is afraid that Anna will lose faith in their situation as well. In paragraph 11, Rose explains, with a maternal tone, how her and Anna have to appreciate what Paul is doing for them. He is going to school so he can get a job, and ultimately help pay for the sisters' college funds. Rose tries to point out the importance in helping out Paul. Rose would much rather talk about how she wants to give up, how she is tired of working so much, and how school is constantly weighing down on her. Despite these feelings, Rose tries to remain positive for Anna's sake, and holds her tongue.",Does the answer support the identified trait with the provided detail?,1,train,c1
95,1598,"Rose is careless of others.in her conversation with Anna she was talking as if money were everything, and she was rolling her eyes at Anna.Rose said they have to do their part and help Paul through college, so he will pay for them to go to college when it's their turn to go.",Does the answer support the identified trait with the provided detail?,1,train,c1
96,517,"Rose is a hard worker and always is pushing herself to the limit. This is proved by her taking on the tasks of helping her aunt as well as the essay. Even though she is busy, she tries to make time for all that is necessary.",Does the answer support the identified trait with the provided detail?,1,train,c1
97,114,Rose is able to be helped.     'But her aunt's offer had somehow made her feel lighter.',Does the answer support the identified trait with the provided detail?,1,train,c1
98,1361,A trait I see in Rose is that she tries her best at trying to keep her life togther while keeping a job and doing a three thousand word essay. She is a very busy but dedicated person. She's a person that likes to take control over the situation but in the end she just seems to become stressed out.,Does the answer support the identified trait with the provided detail?,0,train,c1
99,1619,"Rose doesn't want to tell her aunt how she really feels at first, because she doesn't want to hurt her or have her aunt tell her mother. so one trait would ne that she is mature.she takes care of her little sister while her mother works long nights.",Does the answer support the identified trait with the provided detail?,1,train,c1
100,285,"Strong, in paragragh tweenty three she realized that her family could survive an ocean crossing.",Does the answer support the identified trait with the provided detail?,1,train,c1
101,1432,"Rose has a positive attitude towards papa being gone. She reminds her sister why he's gone, and points out he will be able to pay for thier college, when he is done working.",Does the answer support the identified trait with the provided detail?,1,train,c1
102,158,"That she is real open but hessitent to to say what she really wants to, because she doesn't want to hurt aunt if she tells the truth.",Does the answer support the identified trait with the provided detail?,0,train,c1
103,177,"In this short story, Rose is having a conversation with her sister about how she is sad that her Papa has to work somewhere else for money. It states 'She tried a laugh that sounded fake even to her (Rose).' which tells the reader that Rose is trying to hide how tired she is, and the ridiculous amount of responsibility she has for her family. From that aspect of the story, Rose seems like a very brave young girl to work hard for her family.",Does the answer support the identified trait with the provided detail?,1,train,c1
104,1204,Rose makes the best out of the situation and the detail is the her aunt was born in Cambodia and rose was not so Aunna had a hard time adjusting to the new scenery when she got here.,Does the answer support the identified trait with the provided detail?,0,val,c1
105,1198,One trait that can describe Rose is reminiscent because she reminisces about their time in Cambodia and she reminices about her broothers graduation andn the teary eyes of her parents.,Does the answer support the identified trait with the provided detail?,0,train,c1
106,1474,"Rose tries to do what is best for her family, she always put others in front of herself.ex. 'In the dark Rose clasped then cupped her hands. Paul's fate lies partly in these, she thought.'",Does the answer support the identified trait with the provided detail?,1,train,c1
107,1388,I believe that in the story Rose is a very brave responsibal girl. During the story she is charged with taking care of her familuy while also living in a new country.,Does the answer support the identified trait with the provided detail?,0,train,c1
108,1156,She is caring because she mentions how hard she is working to help out her family.,Does the answer support the identified trait with the provided detail?,1,train,c1
109,1720,"She is always hopeful.  'We have our part to do to help Paul finish college. Then he'll get a good job, Anna, and he'll pay for you and me to go to college.'",Does the answer support the identified trait with the provided detail?,1,train,c1
110,1444,One trait that describes Rose based off some of her conversations would be that she misses her father alot. A detail from the story that would help support this is when she is talking to Anna and she says' I'm so lonesome for Papa. It seems like he's been gone for years.',Does the answer support the identified trait with the provided detail?,1,train,c1
111,1059,"Rose is a self-absorbed American teenager.  She feels sorry for herself and believes she has a great burdon on her shoulders.  She does not realize that all of her family has had to work hard.  Her Aunt realize that she is like this because of where she was raised.  Since Rose feels she has to much burden, Aunt Kolab says, 'In Cambodia, our first country, what we're all doing would be quite normal'.",Does the answer support the identified trait with the provided detail?,1,train,c1
112,959,That Anna is trying to put stuff in her schedule so she can get them done. But most the problems she is having is that she can't half of them done. So through out this whole story Anna is trying to found a way to do this.,Does the answer support the identified trait with the provided detail?,0,train,c1
113,1280,mad,Does the answer support the identified trait with the provided detail?,0,train,c1
114,1634,"She is honest with what she says. 'If she told her the truth, she would hurt aunt'.",Does the answer support the identified trait with the provided detail?,1,train,c1
115,596,"Rosa coul be feeling a little hust at the dream she had. She told Anna that 'I'm fine, I just had another bad dream.'",Does the answer support the identified trait with the provided detail?,1,train,c1
116,612,Tired. I fell asleep working on my essay.,Does the answer support the identified trait with the provided detail?,0,train,c1
117,35,Rose is a very compassionate and caring person. While both she and her younger sister are discouraged she still tries to make light of the situation to make her sister feel better although she is struggling internally.,Does the answer support the identified trait with the provided detail?,1,train,c1
118,1592,Rose thinks that money is very important and determines your overall state of wealth and her sister doesn't. In the story as Rose and Anna were talking Anna says 'Money isn't everything Rose' and then Rose replies 'Not if you already have everything.' And to me this is just like saying that Rose wouldn't be happy unless she had everything.,Does the answer support the identified trait with the provided detail?,1,train,c1
119,399,"That she doesnt miss her father as much as Anna does, because she said, ' its only been four months' like its not a big deal that he isn't home.",Does the answer support the identified trait with the provided detail?,1,train,c1
120,1707,"Rose is strong. In her conversation with Aunt Kolab, she is careful because she doesn't want to reveal to her aunt that she is exhausted from working and going to school. Rose fears that tis may dissapoint her aunt and her mother. She feels weighed down from all of her responsibilites and doesn't think that all of this is necessary. But she does this with a good heart.",Does the answer support the identified trait with the provided detail?,0,train,c1
121,287,"Honest. Rose is honest when she tells Aunt Kolab about her dream. When Kolab asked if she felt weighed down, Rose didn't answer-- she was being honest with herself.",Does the answer support the identified trait with the provided detail?,1,train,c1
122,1325,Responsible would be a trait to describe Rose. She has a job to pay for Paul's college.,Does the answer support the identified trait with the provided detail?,1,train,c1
123,56,"According to this particular story, Rose is depicted as discouraged. The story explains how Aunt Kolab asked Rose if she felt weighed down by what she was doing to help her family and Rose had no response, signifying a sense of discourageness or hopelessness.",Does the answer support the identified trait with the provided detail?,1,val,c1
124,327,Rose tries to be gentle with her sister Anna.,Does the answer support the identified trait with the provided detail?,1,train,c1
125,1063,"Rose is very helpfull, which is a lovely trait to have. She offers ideas to her aunt to make things better ,like sewing or making treats!",Does the answer support the identified trait with the provided detail?,1,train,c1
126,1769,"A trait that can desciribe Rose would be that she is very sincere. When she was having a conversation with Aunt Kolab, she didn't want to answer the quetion that her aunt asked, which was 'Do you feel weighted down by what you're doing to help this family', because Rose did feel weighted down. She did not want to hurt her aunts' feelings by telling her the truth.",Does the answer support the identified trait with the provided detail?,1,train,c1
127,55,"Rose is a very kind hearted person, I can tell this because she listens and talks to people when they need someone to talk to.",Does the answer support the identified trait with the provided detail?,1,train,c1
128,1116,Rose is resentful because she feels like what she is doing to help her family isn't enough and she doesn't like to stay up and write the essay plus everything else she has to deal with.,Does the answer support the identified trait with the provided detail?,1,train,c1
129,796,Rose is a leader. She reveals her dream to Aunt Kolab to find out what her dream could have possibly meant. She feels like she has a ton of weight on her shoulders. She also has to take care of her little sister in the meantime.,Does the answer support the identified trait with the provided detail?,0,train,c1
130,1180,One trait would be that she is smart and is a hard woker because she is in a contest were she has to write a three thousnad word essay and she stiil had to go to work.,Does the answer support the identified trait with the provided detail?,0,train,c1
131,311,"Rose is the type of person that is curious, someone that gets to the bottom of things.'Rose felt an urgent need to relaye the dream, to expose it so it would loosen its grip on her.'",Does the answer support the identified trait with the provided detail?,1,train,c1
132,1607,"Rose does not want to her family to assume that she is lazy or that she feels overworked by helping her family because she cares for her family and feels guilty in a way by feeling overly busy.  An example of this is when she says, ''Do you feel so weighed down by what you;re doing to help this family?' Rose didn't answer.  If she otld the truth, she would hurt her aunt.  And probably her aunt would tell her mother'.",Does the answer support the identified trait with the provided detail?,1,train,c1
133,511,"Hopeful because when Anna mentions missing Papa, Rose assured her that they didn't need him and that if they were to help Paul finish college and get a good job, and then he could pay for them to go to college.",Does the answer support the identified trait with the provided detail?,1,train,c1
134,1728,"She is a laid back, calm girl. She just wants to make others happy and try to keep the peace beteen people. She is a smart young girl that knows what she wants in life.",Does the answer support the identified trait with the provided detail?,0,val,c1
135,1539,"Rose is a supportive sister. Rose holds back her emotions when she talks to her sister, Anna. Anna is upset about their father leaving and their mom being away for a while. Rose feels similarly about the burden of supporting their brother. She chooses to say that everything will work out to try and support her sister instead of letting her know her actual thoughts.",Does the answer support the identified trait with the provided detail?,1,train,c1
136,957,She is very brave. It takes alot of courage to write a long essay like that and have to present it at a state competition. She is also brave for talking to her aunt about what is going on.,Does the answer support the identified trait with the provided detail?,0,train,c1
137,201,A trait that can describe Rose is helpful. She is helping out Anna when she is talking to her saying that everything is going to be ok.,Does the answer support the identified trait with the provided detail?,1,train,c1
